descricao;ean
GLICOSE 25% 10ML - SAMTEC;7.89842E+12
SOL. RINGER LACTATO 500ML FRASCO - EUROFARMA;7.89892E+12
SOL. GLICOSE 5% 500ML FRASCO - EUROFARMA;7.89892E+12
SOL. GLICOSE 5% 250ML FRASCO - EUROFARMA;7.89892E+12
AGUA BI DEST.10ML - SAMTEC;7.89842E+12
GLICOSE 50% 10ML - SAMTEC;7.89842E+12
SOL. GLICOSE 5% 100ML SIST.FECHADO - FRESENIUS KABI;7.89795E+12
CLORETO DE SODIO 20% 10ML - SAMTEC;7.89842E+12
AGUA OXIGENADA 10 VOL. 1 LITRO - - RIOQUIMICA;7.89778E+12
RINGER C/LACTATO SODIO 500ML SANOBI;7.89815E+12
CLINDAMICINA 600MG IMIV INJ 4ML GEN HIPOLABOR;7.89812E+12
ADRENALINA (EPINEFRINA)1MG 1ML IM-IV-SC  HIPOLABOR;7.89812E+12
AMINOFILINA 240MG 10 ML INJ GEN FARMACE;7.89817E+12
METRONIDAZOL 250MG C/20 CPR GEN PRATI;7.89815E+12
GENTAMICINA 80MG 2ML INJ IM/IV GEN HIPOLABOR;7.89812E+12
DIMETICONA (SIMETICONA) 75MG 10ML GTS NATULAB;7.89947E+12
HEPARINA IV F/A 5000 UI 5ML BLAUSIEGEL;7.89601E+12
NIFEDIPINA 10MG C/30CPR GEOLAB;7.8991E+12
CLONAZEPAN 0,5MG C/10 CPR FRAC CRISTALIA (B1)-C;7.89668E+12
NOREPINEFRINA 8MG4ML (NORADRENALINA) GEN HIPOLABOR;7.89812E+12
MORFINA 10MG C/50 AMP 1ML (DIMORF)CRISTALIA (A1)-S;7.89668E+12
OMEPRAZOL 40MG 10ML C/DIL BLAU;7.89601E+12
CETOPROFENO 100MG IM 2ML (ARTRINID) UNIAO QUIMICA;7.89601E+12
VASELINA LIQUIDA;7.8969E+12
CARVEDILOL(CARDBET) 3,125MG 30CPR.-NOVAQUIMICA;7.8953E+12
BETAMETASONA(BETA-LONG) 3MG/ML 25AMP 1ML-U.QUIMICA 2 A 25;7.89601E+12
AC.ACETILSALICILICO(ACETILDOR) 100MG INFANT.1000CP-SOBRAL;7.89773E+12
CINARIZINA(FLUXON) 75MG 30CPR-NEO QUIMICA;7.89671E+12
ESCOPOLAMINA 20MG 100AMP 1ML GEN-HIPOLABOR;7.89812E+12
BUTIL.ESCOP.+DIPIR.100AMP 5ML GEN- HIPOLABOR;7.89812E+12
AGUA P/ INJECAO 200AMP 10ML PL-ISOFARMA;7.89836E+12
SOL.CL.DE SODIO 0,9% 100BSA 100ML-BEKER;7.89817E+12
CLOR.DE SODIO 20% 200AMP 10ML PL-SAMTEC;7.89842E+12
SOL.ENEMA DE GLICER 500ML 12% 24FR-FARMACE;7.89817E+12
NOPROSIL 10MG 240AMP 2ML PL-ISOFARMA;7.89836E+12
AC.TRANEXAMICO 250MG 12CP GEN-EMS;7.896E+12
RANITIDINA 150MG 300CP GEN-MEDQUIMICA;7.89686E+12
SUFENTANILA(FASTFEN) 5MCG/ML 30ESTJ SP 2ML-CRISTALIA A1;7.89668E+12
TENOXIL 20MG 10CP REVESTIDOS-MEDQUIMICA;7.89686E+12
CILOSTAZOL 100MG C/ 60 CP GEN-EUROFARMA;7.89132E+12
AGUA P/ INJECAO 1000ML 12FR-SANOBIOL;7.89815E+12
SOL.ENEMA DE GLICER 12% 24FR 500ML-SANOBIOL;7.89815E+12
CLOR.RANITIDINA 15MG/ML MENTA 120ML GEN-NATIVITA;7.89785E+12
AC.VALPROICO(DEPAKENE) 500MG 50CP- ABBOTT C1;7.89116E+12
CLORETO DE POTASSIO 6%(IONCLOR)60MG/ML 100ML-PRATI DONADUZZI;7.89815E+12
NIMODIPINA(MIOCARDIL)30MG 30CP-VITAMEDIC;7.89805E+12
CLORETO POTASSIO 10% 200AMP 10ML PL-FARMACE;7.89817E+12
DEXAMETASONA 0,1% CREME 10GR GEN-PRATI DONADUZZI;7.89815E+12
BACLOFENO 10MG(BACLOFEN)20CP-TEUTO;7.89611E+12
ONDANSETRONA(NAUSEDRON) 8MG 10CPR-CRISTALIA;7.89668E+12
SACCHAROMYCES(FLORENT) 200MG AD/PED 4ENV 1GR-CIFARMA;7.89816E+12
MASFEROL 125MG/ML 30ML-NATULAB;7.89813E+12
MIDAZOLAM 50MG 100AMP 10ML GEN-HIPOLABOR B1;7.89812E+12
DILTIAZEM 30MG 50CP GEN-NOVA QUIMICA;7.8953E+12
EPINEFRINA (EFRINALIN) 100AMP 1ML-BLAU;7.89624E+12
GLICONATO DE CALCIO 10% 200AMP PL 10ML-ISOFARMA;7.89836E+12
ESCOVA PVPI(MARCODINE SCRUB) 100MG/ML C/48-CRISTALIA;7.89668E+12
ALFENTANILA(ALFAST)0,544MG ML 10AMP 5ML-CRISTALIA A1;7.89668E+12
CIPROFLOXACINO 500MG 300CP GEN-PRATI DONADUZZI;7.89815E+12
ANDOLBA AERO TB C/43GR-EUROFARMA;7.89132E+12
CLOR.DE SODIO 0,9% 200AMP 10ML PL-FARMACE;7.89817E+12
AC.TRANEXAMICO(TRANSAMIN)5AMP 5ML-NIKKHO;7.89746E+12
COLAGENASE+CLORANFENICOL(IRUXOL) 30G-ABBOTT;7.89626E+12
CLARITROMICINA(KLARICID)IV 500MG C/1FAM-ABBOTT;7.89116E+12
LINEZOLIDA INJ 2MG/ML 1BSA 300ML-GN EUROF;7.89132E+12
DERMAEX AGE 100ML C/24-NUTRIEX;7.89895E+12
SIMETICONA 40MG 600CP GEN-PRATI DONADUZZI;7.89815E+12
CICLOMIDRIN 1% COLIRIO 5ML-LATINOFARMA;7.89618E+12
ENOXAPARINA (ENOXALOW) 40MG 10 SERINGAS-BLAUSIEGEL;7.89601E+12
PREDNISONA(CORTICORTEN)20MG 20CP-NEO QUIMICA;7.89671E+12
ENOXAPARINA(VERSA) 20MG C/6 SER.-EUROFARMA;7.89132E+12
ENOXAPARINA(VERSA) 40MG C/6 SER.-EUROFARMA;7.89132E+12
NITROGLICERINA(TRIDIL)25MG 10AMP 5ML-CRISTALIA;7.89668E+12
SOL.DE RINGER C/LACTATO 25FRS 500ML-EUROFARMA;7.89892E+12
BICARB.SODIO 8,4% 35FR 250ML-HYPOFARMA;7.89812E+12
METILPREDNISOLONA 500MG 25FAM+DILGEN-NOVAFARMA;7.89821E+12
CALNATE 30GR 60 ENV.-EUROFARMA;7.89132E+12
SIMETICONA GTS 15ML GEN-PRATI DONADUZZI;7.89815E+12
MIDAZOLAM 15MG 100AMP 3ML GEN-HIPOLABOR B1;7.89812E+12
COMPLEXAN 100CP REVEST-PHARMASCIENCE;7.89801E+12
NIFEDIPINO(NEO FEDIPINA) 10MG 30CPR-NEO QUIMICA;7.89671E+12
SULF.MAGNESIO 50% 200AMP 10ML PL-ISOFARMA;7.89836E+12
FOSF.POTASSIO 2MEQ/ML 200 AMP 10ML-ISOFARMA;7.89836E+12
LEVOFLOXACINO 500MG 10CP GEN-EMS;7.896E+12
SOL.DE GLICOSE 50% 200AMP 10ML PL-FARMACE;7.89817E+12
SOL.DE GLICOSE 25% 200AMP 10ML PL-FARMACE;7.89817E+12
AMITRIPTILINA 25MG 100CP GEN-TEUTOC1;7.89611E+12
PROTAMINA 1000UI 25AMP 5ML-VALEANT;7.89817E+12
CARVEDILOL(CARDBET) 12,5MG 30CPR.-NOVAQUIMICA;7.8953E+12
DOMPERIDONA(PERIDAL) 1MG/ML SUSP. 100ML-FARMASA;7.89642E+12
DEXAMETASONA 4MG 200CP GEN-TEUTO;7.89611E+12
NENE CREME 45GR-VIDORA;7.89793E+12
ROPIVACAINA(ROPI) SP 7,5MG/ML 5FAM 20ML-CRISTALIA;7.89668E+12
AGUA P/ INJECAO 200AMP 10ML PL-FARMACE;7.89817E+12
TRIAXON 1G IV 50FAM-TEUTO;7.89611E+12
BESILATO ANLODIPINO 10MG 30CP GEN-NEO QUIMICA;7.89671E+12
DIGOXINA 0.25MG 500CP GEN-PHARLAB;7.89822E+12
SOL.CL.DE SODIO 0,9% 25FRS 500ML-EUROFARMA;7.89892E+12
SOL.DE GLICOSE 5% 24BSA 500ML-BEKER;7.89817E+12
ACICLOVIR 250MG;7.89601E+12
CLORETO DE SODIO 0,9% 200AMP 10ML - FARMACE;7.89817E+12
CLORETO DE SODIO 0,9% 200AMP 10ML - EQUIPLEX;7.89801E+12
SULFATO MAGNESIO A 50% 200AMP 10ML;7.89328E+12
TRAVOPROSTA;7.896E+12
CLEXANE;7.89607E+12
CLORETO DE SODIO 0,9% 250ML EUROFARMA 000000000000411788;7.89892E+12
CLORETO DE SODIO 0,9% 500 ML EUROFARMA.....;7.89892E+12
ENOXAPARINA 40MG/0,4ML IV/SC C/6 SER C/DISP SEG (VERSA) EUROFARMA;7.89132E+12
MIDAZOLAM 50MG (5MG/ML) 10ML C/100 P344/98 B1 GEN HIPOLABOR;7.89812E+12
AGUA P/ INJECAO DEST 1000ML FRESENIUS;7.89795E+12
BUTILBROMETO ESCOPOLAMINA 20MG/ML 1ML C/100 GEN HIPOLABOR;7.89812E+12
GLICOSE 5% 250 ML FR EUROFARMA;7.89892E+12
CLORETO DE SODIO 0,9% 10ML C/200 AMP PLAST ISOFARMA;2.78984E+13
SOLUCAO FISIOLOGICA A 0,9% SOL. INJ. - 80 BOLSAS X 100ML;7.89815E+12
ISOFLURANO GEN *C1* C/1 FRS 100ML;7.89741E+12
CLORIDRATO DE MIDAZOLAM GEN 5MG/ML *B1* INJ CX C/100 AMP 10ML;7.89812E+12
FENITOINA SODICA GEN *C1* 50MG/ML INJ CX C/100 AMP 5ML;7.89812E+12
CLORIDRATO DE NALOXONA GEN. *C1* 0,4MG/ML INJ CX C/10 AMP 1ML;7.89812E+12
CLORIDRATO DE PETIDINA GEN *A1* 50MG/ML INJ CX C/25 AMP 2ML;7.89601E+12
FUROSEMIDA GEN 20MG/2ML INJ CX C/100 AMP 2ML;7.89812E+12
METILPREDNISOLONA (SUCCINATO SODICO DE METILPREDNISOLONA) GEN 125MG INJ CX C/25 FA + DIL 2ML;7.89821E+12
CLORETO DE SÃ“DIO 0,9% CX C/40 FRASCOS X 250ML;7.89815E+12
CLORETO DE SÃ“DIO 0,9% CX C/12 FRASCOS X 1000ML;7.89815E+12
ADREN (EPINEFRINA) 1MG/ML INJ CX C/100 AMP 1ML;7.89812E+12
FOSFATO DISSODICO DE DEXAMETASONA GEN 4MG/ML INJ CX C/100 AMP 2,5ML;7.89812E+12
HEMITARTARATO DE NOREPINEFRINA GEN 2MG/ML INJ CX C/50 AMP 4ML;7.89812E+12
BETA-LONG (ACETATO DE BETAMETASONA+ FOSF. DISSOD. DE BETAMETASONA) 3MG/ML+3MG/ML INJ CX C/25 AMP 1ML;7.89601E+12
VERSA (ENOXAPARINA SODICA) 20MG/0,2ML INJ CX C/6 SERINGAS 0,2ML + SISTEMA DE SEGURANCA;7.89132E+12
NORMASTIG (NEOSTIGMINA) 0,5MG/ML INJ. IM/EV/SC CX C/50 AMP 1ML;7.89624E+12
CLORIDRATO DOBUTAMINA GEN. 12,5MG/ML INJ. CX C/50 AMP 20 ML;7.89611E+12
SUCROFER (SACARATO DE HIDROXIDO DE FERRO) 20MG/ML INJ CX C/ 5 AMP 5ML;8.90234E+12
CLORIDRATO DE NALBUFINA GEN. *A2* 10MG/ML INJ CX C/ 10 AMP 1 ML;7.89812E+12
NITROP (NITROPRUSSIATO DE SODIO) 25MG/ML INJ CX C/1 AMP 2ML;7.89812E+12
MANITOL 20% CX C/40 FRASCOS X 250ML;7.89815E+12
CLORIDRATO DE LIDOCAINA GEN 2% S/ VASO INJ CX C/100 AMP 5ML;7.89812E+12
GLICOSE 25% INJ CX C/200 AMP 10ML;1.78984E+13
CLORIDRATO DE REMIFENTANILA (GENÃ‰RICO) *A1* 2MG - PO LIOF. CARTUCHO C/ 5 FRASCOS-AMPOLA;7.89668E+12
CIS (BESILATO DE CISATRACÃŠRIO) 2MG/ML CX C/ 5 AMP X 5ML;7.89668E+12
VERSA (ENOXAPARINA SODICA) 40MG/0,4ML INJ CX C/6 SERINGAS 0,4ML + SISTEMA DE SEGURANCA;7.89132E+12
VASCER (PENTOXIFILINA) 20MG/ML INJ IV CX C/50 AMP 5ML;7.89601E+12
CLORETO DE SODIO 0,9% SISTEMA FECHADO 100ML CX C/ 100 BOLSAS;7.89673E+12
PROMETAZOL (CLORIDRATO DE PROMETAZINA) 50MG/2ML INJ CX C/100 AMP 2ML;7.89614E+12
FLUCONAZOL 2MG/ML S.FECHADO (ITEM GENERICO);7.89815E+12
BETAMETASONA,ACETATO 3MG,FOSF DISSOD 3MG;7.89601E+12
HEPARINA SODICA 5.000UI/0,25ML SUBCUTANE;7.89668E+12
BISACODIL 5MG;7.89601E+12
HALOPERIDOL 70,52MG, DECANOATO;7.89668E+12
RANITIDINA 150MG,CLORIDRATO (ITEM GENERICO);7.89686E+12
HALOPERIDOL 1MG;7.89668E+12
OMEPRAZOL 20MG OMEPRAZOL 20MG MCGRAN CAP GEL DURA (ITEM GENERICO);7.89815E+12
SULFAMETOXAZOL 200MG,TRIMETOPRIMA 40MG 50ML (ITEM GENERICO);7.89611E+12
FENOBARBITAL 200MG AMP X 2ML (CRISTALIA);7.89668E+12
TOBRAMICINA 3MG SOLUCAO OFTALMICA (CRISTALIA)  (ITEM GENERICO);7.89668E+12
FENTANILA, CITRATO 78,5MCG 5ML EQUIVALEN (CRISTALIA);7.89668E+12
DIPIRONA SODICA 500MG (PRATI DONADUZZI)  (ITEM GENERICO);7.89815E+12
BIPERIDENO 2MG,CLORIDRATO;7.89668E+12
ANLODIPINA 10MG, BESILATO (ITEM GENERICO);7.89671E+12
ESTRIOL 1MG/G;7.89614E+12
LORATADINA 10MG;7.8991E+12
MEBENDAZOL 100MG/5ML;7.89813E+12
ESCOVA DESC.P/ASSEPSIA DE MAOS PVPI (CRISTALIA);7.89668E+12
NIMODIPINA 30MG;7.89805E+12
NIMODIPINA 30MG (VITAMEDIC);7.89805E+12
AMINOFILINA 100MG (HIPOLABOR)  (ITEM GENERICO);7.89847E+12
SORO GLICOSADO 10% 250ML S.FECHADO (SANOBIOL);7.89815E+12
ONDANSETRONA 8MG/4ML,CLORIDRATO (HYPOFARMA)  (ITEM GENERICO);7.89812E+12
MIDAZOLAM 50MG (HIPOLABOR)  (ITEM GENERICO);7.89812E+12
CEFTRIAXONA 1G IV (TEUTO);7.89611E+12
SALBUTAMOL 100MCG SPRAY 200 DOSES (S)/;7.89801E+12
NIMODIPINO 30MG CX 30CPR   MIOCARDIL;7.89805E+12
SORO MANITOL 20% (200MG/ML) FRS  250ML;7.89795E+12
LEVOFLOXACINO 500MG CX 10CPR;7.896E+12
CEFALEXINA 500MG CX 500CPR;7.89611E+12
AMOXICILINA + CLAV 1000/200MG SOL INJ 20FA   DOCLAXIN;7.89601E+12
BICARBONATO SODIO 8,4% C/200 AMP 10ML;7.89842E+12
OLEO MINERAL 100ML C/50;7.89818E+12
AMICACINA 250MG/ML CX 50AMP 2ML;7.89611E+12
AGUA P/ INJECAO 1000ML SISTEMA FECHADO CX C/12;7.89815E+12
EPINEFRINA 1MG/ML CX 100AMP 1ML   EFRINALIN;7.89601E+12
EFEDRINA 50MG/ML CX 25AMP 1ML   UNIFEDRINE;7.89601E+12
FENTANILA 0,05MG/ML CX 25FA 10ML (A1)   FENTANEST;7.89668E+12
FLUCONAZOL 2MG/ML CX 6 BOL 100ML;7.89815E+12
GLICOSE 05% 500ML CX C/30;7.89795E+12
HEPARINA SODICA 5.000UI CX 25AMP 0,25ML   HEMOFOL;7.89668E+12
HEPARINA SODICA 5.000UI/ML CX 25FA 5ML   HEPAMAX S;7.89601E+12
ACIDO TRANEXAMICO 250MG/5ML CX 5AMP 5ML;7.89601E+12
DIPIRONA SODICA 500MG/ML IM/IV CX 100AMP 2ML   SANTIDOR;7.8984E+12
SORO FISIOLOGICO 0,9% 250ML CX C/48;7.89795E+12
SULFATO DE MAGNESIO 500MG/ML 200 AMP 10ML;7.89836E+12
DARAPRIM 30CPR *M*;7.89804E+12
SULFATO FERROSO GTS 30ML *S*;7.89801E+12
TANDRILAX 15CPR *M*;7.89666E+12
DIGOXINA 0,25MG 30CPR *GENERICO*;7.89611E+12
BICARBONATO DE SODIO 8,4% INJ. 10ML - SAMTEC;7.89842E+12
DEFLAZACORTE 30MG C/10CP(12527);7.8953E+12
LACRIMA PLUS COLIRIO 15ML(3859);7.89655E+12
LEVOTIROXINA SOD.112MG C/30CP(2260)(MERCK);7.89172E+12
SOMALGIN CARDIO 100MG C/32CP(6182);7.89492E+12
LEVOTIROXINA SOD. 88MG C/30CP(1983)(MERCK);7.89172E+12
VALSARTANA 320MG C/30CP(1887);7.896E+12
CLOR DE CICLOBENZAPRINA 10MG C/30CP(11512);7.89652E+12
PANTOPRAZOL 40MG C/28CP(4779);7.89822E+12
GINKOMED 80MG C/30CP(0419);7.89652E+12
MANTIDAN C/20CP##(9663);7.89132E+12
TRAVOPROSTA 0.04MG SOL.OFT.2.5ML(5532);7.8953E+12
FRESH TEARS 5 SOL 10ML(6748);7.89732E+12
TORVAL CR 500MG C/30CP##(6549);8.90222E+12
ANEMIFER XPE 100ML(2593);7.89801E+12
SULF DE GLICOSAMINA 1.5G C/30SAC(7686);7.8953E+12
SUC.DE DESVENLAFAXINA 100MG C/30CP(13285);7.89132E+12
CLOR DE DORZOLAMIDA SOL.OFT.5ML(12327);7.8953E+12
OLMES.MEDOX+HID.20/12.5MG C/30CP(9038);7.89132E+12
ESOMEPRAZOL 40MG C/28CP(12529);7.8953E+12
SLOW-K 600MG C/20DR(2193);7.89626E+12
CARVEDILOL 25MG C/30CP;7.89492E+12
HEMIT.DE ZOLPIDEM 10MG C/20CP(4097);7.8953E+12
ATORVASTATINA 10MG C/30CP(11978);7.89808E+12
PANTOPRAZOL 20MG C/28CP(12578);7.8953E+12
BACLOFENO 10MG C/20CP(12190);7.89601E+12
CLOR DE DULOXETINA 30MG C/30CP(10365);7.8953E+12
CIPROFIBRATO 100MG C/30CP(3577);7.89671E+12
INDAPAMIDA 1.5MG C/30CP(3556);7.896E+12
TOPIRAMATO 100MG C/60CP(4327);7.896E+12
TOPIRAMATO 25MG C/60CP(4323);7.896E+12
CLOR DE SERTRALINA 50MG C/30CP(12450);7.8953E+12
DIPIRONA 500MG/ML 2 ML INJ. (DIPIFARMA) FARMACE;7.89817E+12
PREDNISONA 20MG C/10CPR FRAC CRISTALIA-C;7.89668E+12
CLONAZEPAN 2MG C/10CPR FRAC CRISTALIA (B1)-C;7.89668E+12
HIDROCLOROTIAZIDA 25 MG EN C/20 CPR GEN TEUTO;7.89611E+12
ESPIRONOLACTONA 25MG C/20CPR (ALDOSTERIN) ASPEN;7.89586E+12
OLEO MINERAL 100ML NATULAB;7.89813E+12
PROPRANOLOL 40MG C/20 CPR GEN PRATI;7.89815E+12
ISOSSORBIDA 40MG C/20CPR GEN ZYDUS;7.89891E+12
ALBENDAZOL 4  10ML SUSP.GEN PRATI;7.89815E+12
DIMETICONA 40MG C/20 CPR GEN TEUTO;7.89611E+12
METRONIDAZOL 250MG 20 CPR GEN PRATI;7.89815E+12
DICLOF. POTAS. 50MG  C/20CPR GEOLAB;7.8991E+12
ANLODIPINO 5MG C/20 CPR (BESILAPIN) - GEOLAB;7.8991E+12
FENOBARBITAL 100MG C/10CPR FRAC CRISTALIA (B1)-C;7.89668E+12
SULFATO FERROSO 40MG C/20CPR (MASFEROL) NATULAB;7.89947E+12
CAPTOPRIL 25MG C/20 CPR SANVAL;7.89614E+12
CARBONATO DE LITIO 300MG C/10 CP GEN HIPOLABOR(C1);7.89812E+12
DIPIRONA 500MG 10ML GTS GEN SOBRAL;7.89773E+12
ALCOOL 70  LTR ( ANTISSEPTICO) FARMAX;7.8969E+12
ACTILYSE 50MG 1FR AMP - BOEHRINGER INGELHEIM;7.89603E+12
SULFA+TRI 200+40/5ML SUSP 100ML GEN-TEUT;7.89611E+12
AGUA P/ INJECAO 14BSA 1000ML-BEKER;7.89817E+12
CEFALEXINA SUSP 250MG 60ML GEN-TEUTO;7.89611E+12
AMOXIC.+CLAVUL(DOCLAXIN)1G 20FAM-BLAU;7.89601E+12
CLOR.DE SODIO 0,9% 200AMP 10ML PL-SAMTEC;7.89842E+12
CLOR.DE SODIO 20% 200AMP 10ML PL-FARMACE;7.89817E+12
OXIMETAZOLINA 0,50MG/ML AD.30ML GEN-EMS;7.896E+12
SULFA+TRI 200+40/5ML SUSP 100ML GEN-TEUT-2753135 (12)02/19;7.89611E+12
SOL.CL.DE SODIO 0,9% 16FRS 1000ML-EUROFARMA;7.89892E+12
SINVASTATINA 20MG 30CP GEN-CIMED;7.89652E+12
SULF.EFEDRINA 50MG/ML 50AMP 1ML GEN-HIPOLABOR D1;7.89847E+12
SUXAMETONIO(SUCCINIL COLIN)100MG FAM-U.QUIMICA;7.89601E+12
ENTEROFTAL 40MG 20CP-PHARMASCIENCE;7.89801E+12
SIMETICONA GTS 10ML C/200-GEN-PRATI DON;7.89815E+12
REIDRATANTE ORAL(PRATI-SAL)50 ENV -27,9G-PRATI DONADUZZI;7.89815E+12
BICARBONATO DE SODIO 8,4%;7.89842E+12
ENOXAPARINA 60MG/0,6ML IV/SC C/2 SER C/DISP SEG (VERSA) EUROFARMA;7.89132E+12
POLIESTIRENOSSULFATO DE CALCIO 900MG/G  ENV 30G (CALNATE) EUROFARMA;7.89132E+12
AMOXICILINA 1G+ CLAV. POTASSIO 200MG IV C/20FA (DOCLAXIN) BLAU;7.89601E+12
CLORETO DE SODIO 0,9% 100ML EUROFARMA;7.89892E+12
CLORETO DE SODIO 0,9% 250ML EUROFARMA;7.89892E+12
RINGER LACT 500 ML FRESENIUS;7.89795E+12
NITROGLICERINA 5 MG/ML 5ML C/10 (TRIDIL) CRISTALIA;7.89668E+12
OMEPRAZOL 20MG C/560 CAPS GEN PRATI DONADUZZI;7.89815E+12
GLICOSE 5% 500 ML  EUROFARMA;7.89892E+12
FENTANILA 0,05MG/ML 10ML C/50 AMP P344/98 GEN HIPOLABOR A1;7.89847E+12
REMIFENTALINA 2MG IV C/5 FA P344/98 (REMIFAS) CRISTALIA A1;7.89668E+12
SEVOCRIS (SEVOFLURANO) *C1* CX C/ 1 FR X 100ML;7.89668E+12
ESKAVIT (FITOMENADIONA) 10MG/ML INJ CX C/50 AMP 1ML (IM/SC));7.89812E+12
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA GEN 20MG/5ML+2,5G/5ML INJ CX C/100 AMP 5 ML;7.89812E+12
GLICOSE 5% CX C/20 FRASCOS X 500ML;7.89815E+12
RINGER COM LACTATO DE SODIO CX C/20 FRASCOS X 500ML;7.89815E+12
GLICOSE 5% CX C/40 FRASCOS X 250ML;7.89815E+12
BEPEBEN (BENZILPENICILINA BENZATINA) 1.200.000UI PO INJ CX C/50 FA;7.89611E+12
CLORETO DE SÃ“DIO 0,9% CX C/20 FRASCOS X 500ML;7.89815E+12
ROPI (CLORIDRATO DE ROPIVACAÃ�NA) 10 MG SOL INJ CX C/5 FA X 20ML EM ESTOJOS ESTERILIZADOS;7.89668E+12
DIMORF (SULFATO DE MORFINA) *A1* 0,2 MG/ML CX C/50 AMP X 01ML EM ESTOJOS ESTERILIZADOS;7.89668E+12
ENEMA DE GLICERINA 12% CX C/24 FRASCOS X 500ML;7.89815E+12
AGUA PARA INJEÃ‡ÃƑO CX C/12 FRASCOS X 1000ML;7.89815E+12
CLORIDRATO DE MIDAZOLAM GEN. *B1* 1MG/ML INJ CX C/100 AMP 5ML;7.89812E+12
NARCAN (CLORIDRATO DE NALOXONA) 0,4MG CX C/ 10 AMPOLAS X 1ML;7.89668E+12
GLICERINA 12% 500ML C/SONDA;7.89815E+12
DIMETICONA 75MG/ML  10ML;7.89947E+12
VALPROATO DE SODIO 288MG (EQUIVALENTE A (TEUTO)  (ITEM GENERICO);7.89611E+12
HIDROCORTISONA 100MG,SUCCINATO SODICO;7.89821E+12
AMPICILINA SODICA 1000MG (ITEM GENERICO);7.89611E+12
HALOPERIDOL 5MG/ML (CRISTALIA);7.89668E+12
ACIDO TRANEXAMICO 250MG/5ML (NIKKHO);7.89746E+12
SEVOFLURANO 100ML (BIOCHIMICO)  (ITEM GENERICO);7.89741E+12
DEXCLORFENIRAMINA 2MG/5ML, MALEATO 100ML (HIPOLABOR)  (ITEM GENERICO);7.89847E+12
CARVEDILOL 3,125MG (EMS)  (ITEM GENERICO);7.896E+12
CIMETIDINA 300MG (HYPOFARMA);7.89812E+12
SORO FISIOLOGICO 0,9% 100ML S.FECHADO (EQUIPLEX);7.89801E+12
ATRACURIO 25MG, BESILATO (CRISTALIA);7.89668E+12
DIGOXINA 0,25MG (ITEM GENERICO);7.89611E+12
GLICOSE 50%;7.89836E+12
DIOSMINA 450MG, HESPERIDINA 50MG;7.89671E+12
SAIS P/REIDRATACAO ORAL (S);7.89815E+12
CLORETO DE SODIO 0,9% 10 ML (G);7.89817E+12
DIMETICONA 40MG COMP (G);7.89815E+12
NISTATINA 25.000UI/GR CREME VAG 60GR+ 14APL;7.89611E+12
NITROGLICERINA 5MG/ML CX 10AMP 5ML   TRIDIL;7.89668E+12
HIDROXIETILAMIDO 130/0,4 500ML   VOLUVEN 6%;7.89795E+12
AMINOFILINA 24MG/ML  10ML CX 50AMP;7.89611E+12
AGUA P/ INJECAO 10ML CX C/200 AMP;7.89842E+12
GLICOSE 50% CX 200AMP 10ML;1.78984E+13
SIMETICONA 75MG/ML GTS 10ML (MORANGO)   LUFBEM;7.89947E+12
ISOSSORBIDA 10MG CX 30CPR   ISORDIL;7.89492E+12
IVERMECTINA 6MG 4CPR *GENERICO*;7.89671E+12
SOL. CLORETO DE SODIO 0,9% 100ML FRASCO - EUROFARMA;7.89892E+12
ALCOOL 70% 1L ANTISSEPTICO - RIOQUIMICA;7.89778E+12
AGUA BI DESTILADA 500ML FRASCO - EUROFARMA;7.89892E+12
VASELINA 1L - RIOQUIMICA;7.89778E+12
VERSA 20MG C/ DISP 6 SER PREENCH X 0,2 ML;7.89132E+12
GANFORT SOL.OFTAL.3ML(6843);7.89732E+12
NEUTROFER FOLICO C/30CP(7982);7.89492E+12
ARTROLIVE C/30CP(6639);7.89666E+12
COMBIGAN COLIRIO 5ML (5097);7.89732E+12
NOCTAL 2MG C/20CP##(9227);7.89116E+12
TOPCOID GEL 40G(1822);7.89601E+12
INELATTE C/60TABL 400G CHOCOLATE;7.89666E+12
LATANOPROSTA 0.05MG OFT.2.5ML;7.8991E+12
VALPAKINE 500MG C/40CP##(7049);7.8976E+12
TARTAR DE METOPROLOL 100MG C/30CP(13008);7.89647E+12
VALSARTANA 160MG C/30CP(1895);7.896E+12
EZETIMIBA+SINVAST.10/40MG C/30CP(14499);7.896E+12
OPTOCARE UL 10ML(10760);7.8989E+12
BERINERT 500UI 1FA+DIL 10ML+DISP;7.8975E+12
DICLOR DE PRAMIPEXOL 1MG C/30CP;7.896E+12
ARIPIPRAZOL 15MG C/30CP;7.8976E+12
FUM DE QUETIAPINA 200MG C/30CP(2922);7.896E+12
NATULAXE 34MG C/20CP(3801);7.89813E+12
TROMBOFOB GEL 40G(7300);7.89626E+12
NEUTROFER FOLICO C/20 FLACONETES C/5ML;7.89492E+12
MELLERIL 100MG C/20CP##(8087);7.89817E+12
NEUTROFER FOLICO GOTAS 30ML;7.89492E+12
OPTIVE SOL.COL.10ML;7.89732E+12
FLUFENAN DEP. 25MG C /50X1ML CRISTALIA (C1) S;7.89668E+12
RISPERIDONA 2MG C/30CPR (VIVERDAL) UQF (C1);7.89601E+12
CLORETO POTASSIO 19,1% 200AMP 10ML PL-FARMACE;7.89817E+12
