description|ean
HEPARINA IV F/A 5000 UI 5ML BLAUSIEGEL|7896010000000
NIFEDIPINA 10MG C/30CPR GEOLAB|7899100000000
CLONAZEPAN 0,5MG C/10 CPR FRAC CRISTALIA (B1)-C|7896680000000
NOREPINEFRINA 8MG4ML (NORADRENALINA) GEN HIPOLABOR|7898120000000
MORFINA 10MG C/50 AMP 1ML (DIMORF)CRISTALIA (A1)-S|7896680000000
OMEPRAZOL 40MG 10ML C/DIL BLAU|7896010000000
CETOPROFENO 100MG IM 2ML (ARTRINID) UNIAO QUIMICA|7896010000000
VASELINA LIQUIDA|7896900000000
CARVEDILOL(CARDBET) 3,125MG 30CPR.-NOVAQUIMICA|7895300000000
BETAMETASONA(BETA-LONG) 3MG/ML 25AMP 1ML-U.QUIMICA 2 A 25|7896010000000
AC.ACETILSALICILICO(ACETILDOR) 100MG INFANT.1000CP-SOBRAL|7897730000000
CINARIZINA(FLUXON) 75MG 30CPR-NEO QUIMICA|7896710000000
ESCOPOLAMINA 20MG 100AMP 1ML GEN-HIPOLABOR|7898120000000
BUTIL.ESCOP.+DIPIR.100AMP 5ML GEN- HIPOLABOR|7898120000000
AGUA P/ INJECAO 200AMP 10ML PL-ISOFARMA|7898360000000
SOL.CL.DE SODIO 0,9% 100BSA 100ML-BEKER|7898170000000
CLOR.DE SODIO 20% 200AMP 10ML PL-SAMTEC|7898420000000
SOL.ENEMA DE GLICER 500ML 12% 24FR-FARMACE|7898170000000
NOPROSIL 10MG 240AMP 2ML PL-ISOFARMA|7898360000000
AC.TRANEXAMICO 250MG 12CP GEN-EMS|7896000000000
RANITIDINA 150MG 300CP GEN-MEDQUIMICA|7896860000000
SUFENTANILA(FASTFEN) 5MCG/ML 30ESTJ SP 2ML-CRISTALIA A1|7896680000000
TENOXIL 20MG 10CP REVESTIDOS-MEDQUIMICA|7896860000000
CILOSTAZOL 100MG C/ 60 CP GEN-EUROFARMA|7891320000000
AGUA P/ INJECAO 1000ML 12FR-SANOBIOL|7898150000000
SOL.ENEMA DE GLICER 12% 24FR 500ML-SANOBIOL|7898150000000
CLOR.RANITIDINA 15MG/ML MENTA 120ML GEN-NATIVITA|7897850000000
AC.VALPROICO(DEPAKENE) 500MG 50CP- ABBOTT C1|7891160000000
CLORETO DE POTASSIO 6%(IONCLOR)60MG/ML 100ML-PRATI DONADUZZI|7898150000000
NIMODIPINA(MIOCARDIL)30MG 30CP-VITAMEDIC|7898050000000
CLORETO POTASSIO 10% 200AMP 10ML PL-FARMACE|7898170000000
DEXAMETASONA 0,1% CREME 10GR GEN-PRATI DONADUZZI|7898150000000
BACLOFENO 10MG(BACLOFEN)20CP-TEUTO|7896110000000
ONDANSETRONA(NAUSEDRON) 8MG 10CPR-CRISTALIA|7896680000000
SACCHAROMYCES(FLORENT) 200MG AD/PED 4ENV 1GR-CIFARMA|7898160000000
MASFEROL 125MG/ML 30ML-NATULAB|7898130000000
MIDAZOLAM 50MG 100AMP 10ML GEN-HIPOLABOR B1|7898120000000
DILTIAZEM 30MG 50CP GEN-NOVA QUIMICA|7895300000000
EPINEFRINA (EFRINALIN) 100AMP 1ML-BLAU|7896240000000
GLICONATO DE CALCIO 10% 200AMP PL 10ML-ISOFARMA|7898360000000
ESCOVA PVPI(MARCODINE SCRUB) 100MG/ML C/48-CRISTALIA|7896680000000
ALFENTANILA(ALFAST)0,544MG ML 10AMP 5ML-CRISTALIA A1|7896680000000
CIPROFLOXACINO 500MG 300CP GEN-PRATI DONADUZZI|7898150000000
ANDOLBA AERO TB C/43GR-EUROFARMA|7891320000000
CLOR.DE SODIO 0,9% 200AMP 10ML PL-FARMACE|7898170000000
AC.TRANEXAMICO(TRANSAMIN)5AMP 5ML-NIKKHO|7897460000000
COLAGENASE+CLORANFENICOL(IRUXOL) 30G-ABBOTT|7896260000000
CLARITROMICINA(KLARICID)IV 500MG C/1FAM-ABBOTT|7891160000000
LINEZOLIDA INJ 2MG/ML 1BSA 300ML-GN EUROF|7891320000000
DERMAEX AGE 100ML C/24-NUTRIEX|7898950000000
SIMETICONA 40MG 600CP GEN-PRATI DONADUZZI|7898150000000
CICLOMIDRIN 1% COLIRIO 5ML-LATINOFARMA|7896180000000
ENOXAPARINA (ENOXALOW) 40MG 10 SERINGAS-BLAUSIEGEL|7896010000000
PREDNISONA(CORTICORTEN)20MG 20CP-NEO QUIMICA|7896710000000
ENOXAPARINA(VERSA) 20MG C/6 SER.-EUROFARMA|7891320000000
ENOXAPARINA(VERSA) 40MG C/6 SER.-EUROFARMA|7891320000000
NITROGLICERINA(TRIDIL)25MG 10AMP 5ML-CRISTALIA|7896680000000
SOL.DE RINGER C/LACTATO 25FRS 500ML-EUROFARMA|7898920000000
BICARB.SODIO 8,4% 35FR 250ML-HYPOFARMA|7898120000000
METILPREDNISOLONA 500MG 25FAM+DILGEN-NOVAFARMA|7898210000000
CALNATE 30GR 60 ENV.-EUROFARMA|7891320000000
SIMETICONA GTS 15ML GEN-PRATI DONADUZZI|7898150000000
MIDAZOLAM 15MG 100AMP 3ML GEN-HIPOLABOR B1|7898120000000
COMPLEXAN 100CP REVEST-PHARMASCIENCE|7898010000000
NIFEDIPINO(NEO FEDIPINA) 10MG 30CPR-NEO QUIMICA|7896710000000
SULF.MAGNESIO 50% 200AMP 10ML PL-ISOFARMA|7898360000000
FOSF.POTASSIO 2MEQ/ML 200 AMP 10ML-ISOFARMA|7898360000000
LEVOFLOXACINO 500MG 10CP GEN-EMS|7896000000000
SOL.DE GLICOSE 50% 200AMP 10ML PL-FARMACE|7898170000000
SOL.DE GLICOSE 25% 200AMP 10ML PL-FARMACE|7898170000000
AMITRIPTILINA 25MG 100CP GEN-TEUTOC1|7896110000000
PROTAMINA 1000UI 25AMP 5ML-VALEANT|7898170000000
CARVEDILOL(CARDBET) 12,5MG 30CPR.-NOVAQUIMICA|7895300000000
DOMPERIDONA(PERIDAL) 1MG/ML SUSP. 100ML-FARMASA|7896420000000
DEXAMETASONA 4MG 200CP GEN-TEUTO|7896110000000
NENE CREME 45GR-VIDORA|7897930000000
ROPIVACAINA(ROPI) SP 7,5MG/ML 5FAM 20ML-CRISTALIA|7896680000000
AGUA P/ INJECAO 200AMP 10ML PL-FARMACE|7898170000000
TRIAXON 1G IV 50FAM-TEUTO|7896110000000
BESILATO ANLODIPINO 10MG 30CP GEN-NEO QUIMICA|7896710000000
DIGOXINA 0.25MG 500CP GEN-PHARLAB|7898220000000
SOL.CL.DE SODIO 0,9% 25FRS 500ML-EUROFARMA|7898920000000
SOL.DE GLICOSE 5% 24BSA 500ML-BEKER|7898170000000
ACICLOVIR 250MG|7896010000000
CLORETO DE SODIO 0,9% 200AMP 10ML - FARMACE|7898170000000
CLORETO DE SODIO 0,9% 200AMP 10ML - EQUIPLEX|7898010000000
SULFATO MAGNESIO A 50% 200AMP 10ML|7893280000000
TRAVOPROSTA|7896000000000
CLEXANE|7896070000000
CLORETO DE SODIO 0,9% 250ML EUROFARMA 000000000000411788|7898920000000
CLORETO DE SODIO 0,9% 500 ML EUROFARMA.....|7898920000000
ENOXAPARINA 40MG/0,4ML IV/SC C/6 SER C/DISP SEG (VERSA) EUROFARMA|7891320000000
MIDAZOLAM 50MG (5MG/ML) 10ML C/100 P344/98 B1 GEN HIPOLABOR|7898120000000
AGUA P/ INJECAO DEST 1000ML FRESENIUS|7897950000000
BUTILBROMETO ESCOPOLAMINA 20MG/ML 1ML C/100 GEN HIPOLABOR|7898120000000
GLICOSE 5% 250 ML FR EUROFARMA|7898920000000
CLORETO DE SODIO 0,9% 10ML C/200 AMP PLAST ISOFARMA|27898400000000
SOLUCAO FISIOLOGICA A 0,9% SOL. INJ. - 80 BOLSAS X 100ML|7898150000000
ISOFLURANO GEN *C1* C/1 FRS 100ML|7897410000000
CLORIDRATO DE MIDAZOLAM GEN 5MG/ML *B1* INJ CX C/100 AMP 10ML|7898120000000
FENITOINA SODICA GEN *C1* 50MG/ML INJ CX C/100 AMP 5ML|7898120000000
CLORIDRATO DE NALOXONA GEN. *C1* 0,4MG/ML INJ CX C/10 AMP 1ML|7898120000000
CLORIDRATO DE PETIDINA GEN *A1* 50MG/ML INJ CX C/25 AMP 2ML|7896010000000
FUROSEMIDA GEN 20MG/2ML INJ CX C/100 AMP 2ML|7898120000000
METILPREDNISOLONA (SUCCINATO SODICO DE METILPREDNISOLONA) GEN 125MG INJ CX C/25 FA + DIL 2ML|7898210000000
CLORETO DE SÃ“DIO 0,9% CX C/40 FRASCOS X 250ML|7898150000000
CLORETO DE SÃ“DIO 0,9% CX C/12 FRASCOS X 1000ML|7898150000000
ADREN (EPINEFRINA) 1MG/ML INJ CX C/100 AMP 1ML|7898120000000
FOSFATO DISSODICO DE DEXAMETASONA GEN 4MG/ML INJ CX C/100 AMP 2,5ML|7898120000000
HEMITARTARATO DE NOREPINEFRINA GEN 2MG/ML INJ CX C/50 AMP 4ML|7898120000000
BETA-LONG (ACETATO DE BETAMETASONA+ FOSF. DISSOD. DE BETAMETASONA) 3MG/ML+3MG/ML INJ CX C/25 AMP 1ML|7896010000000
VERSA (ENOXAPARINA SODICA) 20MG/0,2ML INJ CX C/6 SERINGAS 0,2ML + SISTEMA DE SEGURANCA|7891320000000
NORMASTIG (NEOSTIGMINA) 0,5MG/ML INJ. IM/EV/SC CX C/50 AMP 1ML|7896240000000
CLORIDRATO DOBUTAMINA GEN. 12,5MG/ML INJ. CX C/50 AMP 20 ML|7896110000000
SUCROFER (SACARATO DE HIDROXIDO DE FERRO) 20MG/ML INJ CX C/ 5 AMP 5ML|8902340000000
CLORIDRATO DE NALBUFINA GEN. *A2* 10MG/ML INJ CX C/ 10 AMP 1 ML|7898120000000
NITROP (NITROPRUSSIATO DE SODIO) 25MG/ML INJ CX C/1 AMP 2ML|7898120000000
MANITOL 20% CX C/40 FRASCOS X 250ML|7898150000000
CLORIDRATO DE LIDOCAINA GEN 2% S/ VASO INJ CX C/100 AMP 5ML|7898120000000
GLICOSE 25% INJ CX C/200 AMP 10ML|17898400000000
CLORIDRATO DE REMIFENTANILA (GENÃ‰RICO) *A1* 2MG - PO LIOF. CARTUCHO C/ 5 FRASCOS-AMPOLA|7896680000000
CIS (BESILATO DE CISATRACÃŠRIO) 2MG/ML CX C/ 5 AMP X 5ML|7896680000000
VERSA (ENOXAPARINA SODICA) 40MG/0,4ML INJ CX C/6 SERINGAS 0,4ML + SISTEMA DE SEGURANCA|7891320000000
VASCER (PENTOXIFILINA) 20MG/ML INJ IV CX C/50 AMP 5ML|7896010000000
CLORETO DE SODIO 0,9% SISTEMA FECHADO 100ML CX C/ 100 BOLSAS|7896730000000
PROMETAZOL (CLORIDRATO DE PROMETAZINA) 50MG/2ML INJ CX C/100 AMP 2ML|7896140000000
FLUCONAZOL 2MG/ML S.FECHADO (ITEM GENERICO)|7898150000000
BETAMETASONA,ACETATO 3MG,FOSF DISSOD 3MG|7896010000000
HEPARINA SODICA 5.000UI/0,25ML SUBCUTANE|7896680000000
BISACODIL 5MG|7896010000000
HALOPERIDOL 70,52MG, DECANOATO|7896680000000
RANITIDINA 150MG,CLORIDRATO (ITEM GENERICO)|7896860000000
HALOPERIDOL 1MG|7896680000000
OMEPRAZOL 20MG OMEPRAZOL 20MG MCGRAN CAP GEL DURA (ITEM GENERICO)|7898150000000
SULFAMETOXAZOL 200MG,TRIMETOPRIMA 40MG 50ML (ITEM GENERICO)|7896110000000
FENOBARBITAL 200MG AMP X 2ML (CRISTALIA)|7896680000000
TOBRAMICINA 3MG SOLUCAO OFTALMICA (CRISTALIA)  (ITEM GENERICO)|7896680000000
FENTANILA, CITRATO 78,5MCG 5ML EQUIVALEN (CRISTALIA)|7896680000000
DIPIRONA SODICA 500MG (PRATI DONADUZZI)  (ITEM GENERICO)|7898150000000
BIPERIDENO 2MG,CLORIDRATO|7896680000000
ANLODIPINA 10MG, BESILATO (ITEM GENERICO)|7896710000000
ESTRIOL 1MG/G|7896140000000
LORATADINA 10MG|7899100000000
MEBENDAZOL 100MG/5ML|7898130000000
ESCOVA DESC.P/ASSEPSIA DE MAOS PVPI (CRISTALIA)|7896680000000
NIMODIPINA 30MG|7898050000000
NIMODIPINA 30MG (VITAMEDIC)|7898050000000
AMINOFILINA 100MG (HIPOLABOR)  (ITEM GENERICO)|7898470000000
SORO GLICOSADO 10% 250ML S.FECHADO (SANOBIOL)|7898150000000
ONDANSETRONA 8MG/4ML,CLORIDRATO (HYPOFARMA)  (ITEM GENERICO)|7898120000000
MIDAZOLAM 50MG (HIPOLABOR)  (ITEM GENERICO)|7898120000000
CEFTRIAXONA 1G IV (TEUTO)|7896110000000
SALBUTAMOL 100MCG SPRAY 200 DOSES (S)/|7898010000000
NIMODIPINO 30MG CX 30CPR   MIOCARDIL|7898050000000
SORO MANITOL 20% (200MG/ML) FRS  250ML|7897950000000
LEVOFLOXACINO 500MG CX 10CPR|7896000000000
CEFALEXINA 500MG CX 500CPR|7896110000000
AMOXICILINA + CLAV 1000/200MG SOL INJ 20FA   DOCLAXIN|7896010000000
BICARBONATO SODIO 8,4% C/200 AMP 10ML|7898420000000
OLEO MINERAL 100ML C/50|7898180000000
AMICACINA 250MG/ML CX 50AMP 2ML|7896110000000
AGUA P/ INJECAO 1000ML SISTEMA FECHADO CX C/12|7898150000000
EPINEFRINA 1MG/ML CX 100AMP 1ML   EFRINALIN|7896010000000
EFEDRINA 50MG/ML CX 25AMP 1ML   UNIFEDRINE|7896010000000
FENTANILA 0,05MG/ML CX 25FA 10ML (A1)   FENTANEST|7896680000000
FLUCONAZOL 2MG/ML CX 6 BOL 100ML|7898150000000
GLICOSE 05% 500ML CX C/30|7897950000000
HEPARINA SODICA 5.000UI CX 25AMP 0,25ML   HEMOFOL|7896680000000
HEPARINA SODICA 5.000UI/ML CX 25FA 5ML   HEPAMAX S|7896010000000
ACIDO TRANEXAMICO 250MG/5ML CX 5AMP 5ML|7896010000000
DIPIRONA SODICA 500MG/ML IM/IV CX 100AMP 2ML   SANTIDOR|7898400000000
SORO FISIOLOGICO 0,9% 250ML CX C/48|7897950000000
SULFATO DE MAGNESIO 500MG/ML 200 AMP 10ML|7898360000000
DARAPRIM 30CPR *M*|7898040000000
SULFATO FERROSO GTS 30ML *S*|7898010000000
TANDRILAX 15CPR *M*|7896660000000
DIGOXINA 0,25MG 30CPR *GENERICO*|7896110000000
BICARBONATO DE SODIO 8,4% INJ. 10ML - SAMTEC|7898420000000
DEFLAZACORTE 30MG C/10CP(12527)|7895300000000
LACRIMA PLUS COLIRIO 15ML(3859)|7896550000000
LEVOTIROXINA SOD.112MG C/30CP(2260)(MERCK)|7891720000000
SOMALGIN CARDIO 100MG C/32CP(6182)|7894920000000
LEVOTIROXINA SOD. 88MG C/30CP(1983)(MERCK)|7891720000000
VALSARTANA 320MG C/30CP(1887)|7896000000000
CLOR DE CICLOBENZAPRINA 10MG C/30CP(11512)|7896520000000
PANTOPRAZOL 40MG C/28CP(4779)|7898220000000
GINKOMED 80MG C/30CP(0419)|7896520000000
MANTIDAN C/20CP##(9663)|7891320000000
TRAVOPROSTA 0.04MG SOL.OFT.2.5ML(5532)|7895300000000
FRESH TEARS 5 SOL 10ML(6748)|7897320000000
TORVAL CR 500MG C/30CP##(6549)|8902220000000
ANEMIFER XPE 100ML(2593)|7898010000000
SULF DE GLICOSAMINA 1.5G C/30SAC(7686)|7895300000000
SUC.DE DESVENLAFAXINA 100MG C/30CP(13285)|7891320000000
CLOR DE DORZOLAMIDA SOL.OFT.5ML(12327)|7895300000000
OLMES.MEDOX+HID.20/12.5MG C/30CP(9038)|7891320000000
ESOMEPRAZOL 40MG C/28CP(12529)|7895300000000
SLOW-K 600MG C/20DR(2193)|7896260000000
CARVEDILOL 25MG C/30CP|7894920000000
HEMIT.DE ZOLPIDEM 10MG C/20CP(4097)|7895300000000
ATORVASTATINA 10MG C/30CP(11978)|7898080000000
PANTOPRAZOL 20MG C/28CP(12578)|7895300000000
BACLOFENO 10MG C/20CP(12190)|7896010000000
CLOR DE DULOXETINA 30MG C/30CP(10365)|7895300000000
CIPROFIBRATO 100MG C/30CP(3577)|7896710000000
INDAPAMIDA 1.5MG C/30CP(3556)|7896000000000
TOPIRAMATO 100MG C/60CP(4327)|7896000000000
TOPIRAMATO 25MG C/60CP(4323)|7896000000000
CLOR DE SERTRALINA 50MG C/30CP(12450)|7895300000000
DIPIRONA 500MG/ML 2 ML INJ. (DIPIFARMA) FARMACE|7898170000000
PREDNISONA 20MG C/10CPR FRAC CRISTALIA-C|7896680000000
CLONAZEPAN 2MG C/10CPR FRAC CRISTALIA (B1)-C|7896680000000
HIDROCLOROTIAZIDA 25 MG EN C/20 CPR GEN TEUTO|7896110000000
ESPIRONOLACTONA 25MG C/20CPR (ALDOSTERIN) ASPEN|7895860000000
OLEO MINERAL 100ML NATULAB|7898130000000
PROPRANOLOL 40MG C/20 CPR GEN PRATI|7898150000000
ISOSSORBIDA 40MG C/20CPR GEN ZYDUS|7898910000000
ALBENDAZOL 4  10ML SUSP.GEN PRATI|7898150000000
DIMETICONA 40MG C/20 CPR GEN TEUTO|7896110000000
METRONIDAZOL 250MG 20 CPR GEN PRATI|7898150000000
DICLOF. POTAS. 50MG  C/20CPR GEOLAB|7899100000000
ANLODIPINO 5MG C/20 CPR (BESILAPIN) - GEOLAB|7899100000000
FENOBARBITAL 100MG C/10CPR FRAC CRISTALIA (B1)-C|7896680000000
SULFATO FERROSO 40MG C/20CPR (MASFEROL) NATULAB|7899470000000
CAPTOPRIL 25MG C/20 CPR SANVAL|7896140000000
CARBONATO DE LITIO 300MG C/10 CP GEN HIPOLABOR(C1)|7898120000000
DIPIRONA 500MG 10ML GTS GEN SOBRAL|7897730000000
ALCOOL 70  LTR ( ANTISSEPTICO) FARMAX|7896900000000
ACTILYSE 50MG 1FR AMP - BOEHRINGER INGELHEIM|7896030000000
SULFA+TRI 200+40/5ML SUSP 100ML GEN-TEUT|7896110000000
AGUA P/ INJECAO 14BSA 1000ML-BEKER|7898170000000
CEFALEXINA SUSP 250MG 60ML GEN-TEUTO|7896110000000
AMOXIC.+CLAVUL(DOCLAXIN)1G 20FAM-BLAU|7896010000000
CLOR.DE SODIO 0,9% 200AMP 10ML PL-SAMTEC|7898420000000
CLOR.DE SODIO 20% 200AMP 10ML PL-FARMACE|7898170000000
OXIMETAZOLINA 0,50MG/ML AD.30ML GEN-EMS|7896000000000
SULFA+TRI 200+40/5ML SUSP 100ML GEN-TEUT-2753135 (12)02/19|7896110000000
SOL.CL.DE SODIO 0,9% 16FRS 1000ML-EUROFARMA|7898920000000
SINVASTATINA 20MG 30CP GEN-CIMED|7896520000000
SULF.EFEDRINA 50MG/ML 50AMP 1ML GEN-HIPOLABOR D1|7898470000000
SUXAMETONIO(SUCCINIL COLIN)100MG FAM-U.QUIMICA|7896010000000
ENTEROFTAL 40MG 20CP-PHARMASCIENCE|7898010000000
SIMETICONA GTS 10ML C/200-GEN-PRATI DON|7898150000000
REIDRATANTE ORAL(PRATI-SAL)50 ENV -27,9G-PRATI DONADUZZI|7898150000000
BICARBONATO DE SODIO 8,4%|7898420000000
ENOXAPARINA 60MG/0,6ML IV/SC C/2 SER C/DISP SEG (VERSA) EUROFARMA|7891320000000
POLIESTIRENOSSULFATO DE CALCIO 900MG/G  ENV 30G (CALNATE) EUROFARMA|7891320000000
AMOXICILINA 1G+ CLAV. POTASSIO 200MG IV C/20FA (DOCLAXIN) BLAU|7896010000000
CLORETO DE SODIO 0,9% 100ML EUROFARMA|7898920000000
CLORETO DE SODIO 0,9% 250ML EUROFARMA|7898920000000
RINGER LACT 500 ML FRESENIUS|7897950000000
NITROGLICERINA 5 MG/ML 5ML C/10 (TRIDIL) CRISTALIA|7896680000000
OMEPRAZOL 20MG C/560 CAPS GEN PRATI DONADUZZI|7898150000000
GLICOSE 5% 500 ML  EUROFARMA|7898920000000
FENTANILA 0,05MG/ML 10ML C/50 AMP P344/98 GEN HIPOLABOR A1|7898470000000
REMIFENTALINA 2MG IV C/5 FA P344/98 (REMIFAS) CRISTALIA A1|7896680000000
SEVOCRIS (SEVOFLURANO) *C1* CX C/ 1 FR X 100ML|7896680000000
ESKAVIT (FITOMENADIONA) 10MG/ML INJ CX C/50 AMP 1ML (IM/SC))|7898120000000
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA GEN 20MG/5ML+2,5G/5ML INJ CX C/100 AMP 5 ML|7898120000000
GLICOSE 5% CX C/20 FRASCOS X 500ML|7898150000000
RINGER COM LACTATO DE SODIO CX C/20 FRASCOS X 500ML|7898150000000
GLICOSE 5% CX C/40 FRASCOS X 250ML|7898150000000
BEPEBEN (BENZILPENICILINA BENZATINA) 1.200.000UI PO INJ CX C/50 FA|7896110000000
CLORETO DE SÃ“DIO 0,9% CX C/20 FRASCOS X 500ML|7898150000000
ROPI (CLORIDRATO DE ROPIVACAÃ�NA) 10 MG SOL INJ CX C/5 FA X 20ML EM ESTOJOS ESTERILIZADOS|7896680000000
DIMORF (SULFATO DE MORFINA) *A1* 0,2 MG/ML CX C/50 AMP X 01ML EM ESTOJOS ESTERILIZADOS|7896680000000
ENEMA DE GLICERINA 12% CX C/24 FRASCOS X 500ML|7898150000000
AGUA PARA INJEÃ‡ÃƑO CX C/12 FRASCOS X 1000ML|7898150000000
CLORIDRATO DE MIDAZOLAM GEN. *B1* 1MG/ML INJ CX C/100 AMP 5ML|7898120000000
NARCAN (CLORIDRATO DE NALOXONA) 0,4MG CX C/ 10 AMPOLAS X 1ML|7896680000000
GLICERINA 12% 500ML C/SONDA|7898150000000
DIMETICONA 75MG/ML  10ML|7899470000000
VALPROATO DE SODIO 288MG (EQUIVALENTE A (TEUTO)  (ITEM GENERICO)|7896110000000
HIDROCORTISONA 100MG,SUCCINATO SODICO|7898210000000
AMPICILINA SODICA 1000MG (ITEM GENERICO)|7896110000000
HALOPERIDOL 5MG/ML (CRISTALIA)|7896680000000
ACIDO TRANEXAMICO 250MG/5ML (NIKKHO)|7897460000000
SEVOFLURANO 100ML (BIOCHIMICO)  (ITEM GENERICO)|7897410000000
DEXCLORFENIRAMINA 2MG/5ML, MALEATO 100ML (HIPOLABOR)  (ITEM GENERICO)|7898470000000
CARVEDILOL 3,125MG (EMS)  (ITEM GENERICO)|7896000000000
CIMETIDINA 300MG (HYPOFARMA)|7898120000000
SORO FISIOLOGICO 0,9% 100ML S.FECHADO (EQUIPLEX)|7898010000000
ATRACURIO 25MG, BESILATO (CRISTALIA)|7896680000000
DIGOXINA 0,25MG (ITEM GENERICO)|7896110000000
GLICOSE 50%|7898360000000
DIOSMINA 450MG, HESPERIDINA 50MG|7896710000000
SAIS P/REIDRATACAO ORAL (S)|7898150000000
CLORETO DE SODIO 0,9% 10 ML (G)|7898170000000
DIMETICONA 40MG COMP (G)|7898150000000
NISTATINA 25.000UI/GR CREME VAG 60GR+ 14APL|7896110000000
NITROGLICERINA 5MG/ML CX 10AMP 5ML   TRIDIL|7896680000000
HIDROXIETILAMIDO 130/0,4 500ML   VOLUVEN 6%|7897950000000
AMINOFILINA 24MG/ML  10ML CX 50AMP|7896110000000
AGUA P/ INJECAO 10ML CX C/200 AMP|7898420000000
GLICOSE 50% CX 200AMP 10ML|17898400000000
SIMETICONA 75MG/ML GTS 10ML (MORANGO)   LUFBEM|7899470000000
ISOSSORBIDA 10MG CX 30CPR   ISORDIL|7894920000000
IVERMECTINA 6MG 4CPR *GENERICO*|7896710000000
SOL. CLORETO DE SODIO 0,9% 100ML FRASCO - EUROFARMA|7898920000000
ALCOOL 70% 1L ANTISSEPTICO - RIOQUIMICA|7897780000000
AGUA BI DESTILADA 500ML FRASCO - EUROFARMA|7898920000000
VASELINA 1L - RIOQUIMICA|7897780000000
VERSA 20MG C/ DISP 6 SER PREENCH X 0,2 ML|7891320000000
GANFORT SOL.OFTAL.3ML(6843)|7897320000000
NEUTROFER FOLICO C/30CP(7982)|7894920000000
ARTROLIVE C/30CP(6639)|7896660000000
COMBIGAN COLIRIO 5ML (5097)|7897320000000
NOCTAL 2MG C/20CP##(9227)|7891160000000
TOPCOID GEL 40G(1822)|7896010000000
INELATTE C/60TABL 400G CHOCOLATE|7896660000000
LATANOPROSTA 0.05MG OFT.2.5ML|7899100000000
VALPAKINE 500MG C/40CP##(7049)|7897600000000
TARTAR DE METOPROLOL 100MG C/30CP(13008)|7896470000000
VALSARTANA 160MG C/30CP(1895)|7896000000000
EZETIMIBA+SINVAST.10/40MG C/30CP(14499)|7896000000000
OPTOCARE UL 10ML(10760)|7898900000000
BERINERT 500UI 1FA+DIL 10ML+DISP|7897500000000
DICLOR DE PRAMIPEXOL 1MG C/30CP|7896000000000
ARIPIPRAZOL 15MG C/30CP|7897600000000
FUM DE QUETIAPINA 200MG C/30CP(2922)|7896000000000
NATULAXE 34MG C/20CP(3801)|7898130000000
TROMBOFOB GEL 40G(7300)|7896260000000
NEUTROFER FOLICO C/20 FLACONETES C/5ML|7894920000000
MELLERIL 100MG C/20CP##(8087)|7898170000000
NEUTROFER FOLICO GOTAS 30ML|7894920000000
OPTIVE SOL.COL.10ML|7897320000000
FLUFENAN DEP. 25MG C /50X1ML CRISTALIA (C1) S|7896680000000
RISPERIDONA 2MG C/30CPR (VIVERDAL) UQF (C1)|7896010000000
CLORETO POTASSIO 19,1% 200AMP 10ML PL-FARMACE|7898170000000
BESIL.CISATRACURIO(CIS) 2MG/ML 5AMP 5ML-CRISTALIA 2 A 8|7896680000000
AGUA P/ INJECAO 50BSA 250ML-BEKER|7898170000000
ENCRISE 20U 10AMP 1ML-BIOLAB|7896110000000
LOPERAMIDA(KAOSEC)2MG 200CP-PHARMASCIENCE C1|7898010000000
ADENOSINA 3MG/ML 50AMP 2ML GEN-HIPOLABOR|7898470000000
BACLOFENO(BACLOFEN) 10MG 20CP-TEUTO|7896110000000
GLICEROL(GLYCELAX) INFANTIL C/6 SUPOSIT.-PHARMASCIENCE|7898010000000
METILPREDNISOLONA 125MG 25FAM+DILGEN-NOVAFARMA|7898210000000
SOL.DE MANITOL 20% 50BSA 250ML-FRESENIUS|7897950000000
SOL.CL.DE SODIO 0,9% 500ML 24BSA-BEKER|7898170000000
OLEO MINERAL FR 100ML-IMEC|7898180000000
REPOFLOR 200MG C/6CAPS-EMS/LEGRAND|7896000000000
ISOFLURANO(ISOFORINE) 100% FR 100ML-CRISTALIA C1|7896680000000
VASELINA LIQUIDA 1 LITRO-FARMAX|7896900000000
SOL.CL.DE SODIO 0,9% 250ML 50BSA-H.ISTA|7896730000000
BROMOPRIDA 10MG 50AMP 2ML GEN-NOVAFARMA|7898210000000
PROMETAZINA 50MG(PAMERGAN)50AMP 2ML-CRISTALIA|7896680000000
AGUA P/ INJECAO 30FRS 250ML-EUROFARMA|7898920000000
DIAZEPAM 10MG 100AMP 2ML GEN-SANTISA B1|7898400000000
ENOXAPARINA(VERSA) 60MG C/2 SER.-EUROFARMA|7891320000000
SOL.DE GLICOSE 5% 250ML 50BSA-BEKER|7898170000000
SULF.MAGNESIO 10% 200AMP 10ML PL-ISOFARMA|7898360000000
BROM.ROCURONIO 10MG/ML 12FAM 5ML GEN-EUROFARMA 2 A 8|7891320000000
ROPIVACAINA 10MG/ML 5AMP 20ML GEN-TEUTO|7896110000000
CLOR.DE SODIO 0,9% 200AMP 10ML PL-ISOFARMA|7898360000000
DEXMEDETOMIDINA(EXTODIN) 100MCG/ML 5FAM 2ML-U.QUIMICA C1|7896010000000
PREDNISONA 5MG 600CP GEN-PRATI DONADUZZI|7898150000000
SOL.CL.DE SODIO 0,9% 30FRS 250ML-EUROFARMA|7898920000000
SORO GLICOSADO 5% 500ML S.FECHADO|7898150000000
BICARBONATO DE SODIO 8,4% 250ML S.FECHAD|7898120000000
